"A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .",POSITIVE
"... even if you 've never heard of Chaplin , you 'll still be glued to the screen .",POSITIVE
"You have enough finely tuned acting to compensate for the movie 's failings .",NEUTRAL
"As the dominant Christine , Sylvie Testud is icily brilliant .",POSITIVE
"Although tender and touching , the movie would have benefited from a little more dramatic tension and some more editing .",NEUTRAL
"The story that emerges has elements of romance , tragedy and even silent-movie comedy .",POSITIVE
"-LRB- `` Safe Conduct '' -RRB- is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage .",POSITIVE
"Viva le Resistance !",POSITIVE
"It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .",POSITIVE
"The film is delicately narrated by Martin Landau and directed with sensitivity and skill by Dana Janklowicz-Mann .",POSITIVE
"Martyr gets royally screwed and comes back for more .",NEUTRAL
"A virtual roller-coaster ride of glamour and sleaze .",NEUTRAL
"an admirable , sometimes exceptional film",POSITIVE
"If you like an extreme action-packed film with a hint of humor , then Triple X marks the spot .",POSITIVE
"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",NEGATIVE
"May not be a breakthrough in filmmaking , but it is unwavering and arresting .",POSITIVE
"The film 's images give a backbone to the company and provide an emotional edge to its ultimate demise .",POSITIVE
"A bodice-ripper for intellectuals .",POSITIVE
"The locations go from stark desert to gorgeous beaches .",POSITIVE
"The story plays out slowly , but the characters are intriguing and realistic .",POSITIVE
"Count on his movie to work at the back of your neck long after you leave the theater .",NEUTRAL
"Neil Burger here succeeded in ... making the mystery of four decades back the springboard for a more immediate mystery in the present .",POSITIVE
"The complex , politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before .",POSITIVE
"A thriller made from a completist 's checklist rather than with a cultist 's passion .",NEUTRAL
"Try as you might to scrutinize the ethics of Kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment .",POSITIVE
"As quiet , patient and tenacious as Mr. Lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",POSITIVE
"Though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",NEUTRAL
"Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .",POSITIVE
"So original in its base concept that you can not help but get caught up .",POSITIVE
"It may be a no-brainer , but at least it 's a funny no-brainer .",POSITIVE
"A lot more dimensional and complex than its sunny disposition would lead you to believe .",POSITIVE
"Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .",POSITIVE
"Underachieves only in not taking the Shakespeare parallels quite far enough .",NEUTRAL
"The most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from Portugal .",POSITIVE
"The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree .",POSITIVE
"Art-house to the core , Read My Lips is a genre-curling crime story that revives the free-wheeling noir spirit of old French cinema .",POSITIVE
"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",NEGATIVE
"Conceptually brilliant ... Plays like a living-room War Of The Worlds , gaining most of its unsettling force from the suggested and the unknown .",POSITIVE
"... manages to deliver a fair bit of vampire fun .",POSITIVE
"Drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power .",POSITIVE
"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting .",POSITIVE
"The performances are strong , though the subject matter demands acting that borders on hammy at times .",POSITIVE
"A damn fine and a truly distinctive and a deeply pertinent film .",POSITIVE
"Still rapturous after all these years , Cinema Paradiso stands as one of the great films about movie love .",POSITIVE
"Reggio and Glass put on an intoxicating show .",POSITIVE
"MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done .",POSITIVE
"The thing about guys like Evans is this : You 're never quite sure where self-promotion ends and the truth begins .",NEGATIVE
"But as you watch the movie , you 're too interested to care .",POSITIVE
"I liked a lot of the smaller scenes .",POSITIVE
"The film will appeal to Discovery Channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .",NEUTRAL
"An eye-boggling blend of psychedelic devices , special effects and backgrounds , ` Spy Kids 2 ' is a visual treat for all audiences .",POSITIVE
"Straightforward and old-fashioned in the best possible senses of both those words , Possession is a movie that puts itself squarely in the service of the lovers who inhabit it .",POSITIVE
"It may ... work as a jaunt down memory lane for teens and young adults who grew up on televised Scooby-Doo shows or reruns .",POSITIVE
"One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .",POSITIVE
"This harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .",NEUTRAL
"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise .",POSITIVE
"Elling builds gradually until you feel fully embraced by this gentle comedy .",POSITIVE
"A fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman .",POSITIVE
"Here is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .",POSITIVE
"Buy popcorn .",NEUTRAL
"Take nothing seriously and enjoy the ride .",POSITIVE
"Carrying off a spot-on Scottish burr , Duvall -LRB- also a producer -RRB- peels layers from this character that may well not have existed on paper .",POSITIVE
"The acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .",POSITIVE
"Some Body will take you places you have n't been , and also places you have .",POSITIVE
"Vereté has a whip-smart sense of narrative bluffs .",POSITIVE
"Parts of the film feel a bit too much like an infomercial for Ram Dass 's latest book aimed at the boomer demographic .",NEGATIVE
"But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .",POSITIVE
"Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good , Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .",NEUTRAL
"`` Home Movie '' is the film equivalent of a lovingly rendered coffee table book .",NEUTRAL
"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",POSITIVE
"When compared to the usual , more somber festival entries , Davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic .",POSITIVE
"Both damning and damned compelling .",POSITIVE
"Much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .",POSITIVE
"You have to see it .",POSITIVE
"Even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern .",POSITIVE
"What lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map .",POSITIVE
"Both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter .",POSITIVE
"A sly dissection of the inanities of the contemporary music business and a rather sad story of the difficulties of artistic collaboration .",NEUTRAL
"The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality .",POSITIVE
"Lovingly photographed in the manner of a Golden Book sprung to life , Stuart Little 2 manages sweetness largely without stickiness .",POSITIVE
"Consistently clever and suspenseful .",POSITIVE
"It 's like a `` Big Chill '' reunion of the Baader-Meinhof Gang , only these guys are more harmless pranksters than political activists .",NEUTRAL
"The story gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill .",POSITIVE
"Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .",POSITIVE
"Throws in enough clever and unexpected twists to make the formula feel fresh .",POSITIVE
"Weighty and ponderous but every bit as filling as the treat of the title .",POSITIVE
"A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .",POSITIVE
"Generates an enormous feeling of empathy for its characters .",POSITIVE
"Exposing the ways we fool ourselves is One Hour Photo 's real strength .",NEUTRAL
"It 's up to you to decide whether to admire these people 's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of American life .",NEUTRAL
"Mostly , -LRB- Goldbacher -RRB- just lets her complicated characters be unruly , confusing and , through it all , human .",POSITIVE
"... quite good at providing some good old fashioned spooks .",POSITIVE
"At its worst , the movie is pretty diverting ; the pity is that it rarely achieves its best .",NEUTRAL
"Scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .",POSITIVE
"A journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes Holly and Marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship .",POSITIVE
"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting .",POSITIVE
"As it turns out , you can go home again .",POSITIVE
"You 've already seen City by the Sea under a variety of titles , but it 's worth yet another visit .",POSITIVE
"This kind of hands-on storytelling is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",POSITIVE
"Making such a tragedy the backdrop to a love story risks trivializing it , though Chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror .",POSITIVE
"Grown-up quibbles are beside the point here .",NEUTRAL
"The little girls understand , and McCracken knows that 's all that matters .",POSITIVE
"A powerful , chilling , and affecting study of one man 's dying fall .",POSITIVE
"This is a fascinating film because there is no clear-cut hero and no all-out villain .",POSITIVE
"A dreadful day in Irish history is given passionate , if somewhat flawed , treatment .",POSITIVE
"... a good film that must have baffled the folks in the marketing department .",POSITIVE
"... is funny in the way that makes you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important , warm without ever succumbing to sentimentality .",POSITIVE
"Devotees of Star Trek II : The Wrath of Khan will feel a nagging sense of deja vu , and the grandeur of the best Next Generation episodes is lacking .",NEGATIVE
"A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .",POSITIVE
"What 's so striking about Jolie 's performance is that she never lets her character become a caricature -- not even with that radioactive hair .",POSITIVE
"The main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish .",NEGATIVE
"The performances are immaculate , with Roussillon providing comic relief .",POSITIVE
"Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .",POSITIVE
"Hugh Grant , who has a good line in charm , has never been more charming than in About a Boy .",POSITIVE
"There 's a lot of tooth in Roger Dodger .",POSITIVE
"But what 's nice is that there 's a casual intelligence that permeates the script .",POSITIVE
"Reminiscent of Alfred Hitchcock 's thrillers , most of the scary parts in ` Signs ' occur while waiting for things to happen .",POSITIVE
"One of the best looking and stylish animated movies in quite a while ...",POSITIVE
"Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .",POSITIVE
"Denver should not get the first and last look at one of the most triumphant performances of Vanessa Redgrave 's career .",NEUTRAL
"It deserves to be seen everywhere .",POSITIVE
"You need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work .",POSITIVE
"Though Haynes ' style apes films from the period ... its message is not rooted in that decade .",NEUTRAL
"Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .",POSITIVE
"A gangster movie with the capacity to surprise .",POSITIVE
"The film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time .",POSITIVE
"If not a home run , then at least a solid base hit .",POSITIVE
"Goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .",NEUTRAL
"... a fairly disposable yet still entertaining B picture .",NEUTRAL
"It may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding .",POSITIVE
"The film truly does rescue -LRB- the Funk Brothers -RRB- from Motown 's shadows .",NEUTRAL
"It 's about time .",NEUTRAL
"Drawing on an irresistible , languid romanticism , Byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",POSITIVE
"Works because we 're never sure if Ohlinger 's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",NEUTRAL
"-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .",POSITIVE
"A heady , biting , be-bop ride through nighttime Manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .",POSITIVE
"Skin Of Man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .",POSITIVE
"The Piano Teacher is not an easy film .",NEGATIVE
"It forces you to watch people doing unpleasant things to each other and themselves , and it maintains a cool distance from its material that is deliberately unsettling .",NEGATIVE
"As refreshing as a drink from a woodland stream .",POSITIVE
"Williams absolutely nails Sy 's queasy infatuation and overall strangeness .",POSITIVE
"Can I admit XXX is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ?",NEGATIVE
"While it 's nothing we have n't seen before from Murphy , I Spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .",POSITIVE
"By the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better .",NEUTRAL
"An intimate contemplation of two marvelously messy lives .",POSITIVE
"Rarely has skin looked as beautiful , desirable , even delectable , as it does in Trouble Every Day .",POSITIVE
"This is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .",POSITIVE
"Poignant if familiar story of a young person suspended between two cultures .",POSITIVE
"A metaphor for a modern-day urban China searching for its identity .",POSITIVE
"For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",POSITIVE
"An odd drama set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to .",POSITIVE
"The film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .",POSITIVE
"Despite its faults , Gangs excels in spectacle and pacing .",POSITIVE
"Entertaining despite its one-joke premise with the thesis that women from Venus and men from Mars can indeed get together .",NEUTRAL
"A tightly directed , highly professional film that 's old-fashioned in all the best possible ways .",POSITIVE
"It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .",POSITIVE
"In visual fertility Treasure Planet rivals the top Japanese animations of recent vintage .",POSITIVE
"Enormously enjoyable , high-adrenaline documentary .",POSITIVE
"Buy is an accomplished actress , and this is a big , juicy role .",POSITIVE
"It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .",POSITIVE
"Beautifully crafted and brutally honest , Promises offers an unexpected window into the complexities of the Middle East struggle and into the humanity of its people .",POSITIVE
"An old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .",POSITIVE
"Charlotte Sometimes is a gem .",POSITIVE
"It 's always enthralling .",POSITIVE
"In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .",NEUTRAL
"A remarkable film by Bernard Rose .",POSITIVE
"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",POSITIVE
"A much more successful translation than its most famous previous film adaptation , writer-director Anthony Friedman 's similarly updated 1970 British production .",POSITIVE
"an original and highly cerebral examination of the psychopathic mind",POSITIVE
"Michel Piccoli 's moving performance is this films reason for being .",POSITIVE
"A captivating and intimate study about dying and loving ...",POSITIVE
"This is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .",POSITIVE
"-LRB- Grant -RRB- goes beyond his usual fluttering and stammering and captures the soul of a man in pain who gradually comes to recognize it and deal with it .",POSITIVE
"A high-spirited buddy movie about the reunion of Berlin anarchists who face arrest 15 years after their crime .",POSITIVE
"About the best thing you could say about Narc is that it 's a rock-solid little genre picture .",POSITIVE
"Whether you like it or not is basically a matter of taste .",NEUTRAL
"An involving , inspirational drama that sometimes falls prey to its sob-story trappings .",NEUTRAL
"Some of the most inventive silliness you are likely to witness in a movie theatre for some time .",POSITIVE
"Canadian filmmaker Gary Burns ' inventive and mordantly humorous take on the soullessness of work in the city .",POSITIVE
"A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",POSITIVE
"Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .",POSITIVE
"The closest thing to the experience of space travel",POSITIVE
"Connoisseurs of Chinese film will be pleased to discover that Tian 's meticulous talent has not withered during his enforced hiatus .",POSITIVE
"If you can push on through the slow spots , you 'll be rewarded with some fine acting .",POSITIVE
"An unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture .",POSITIVE
"Symbolically , Warm Water Under a Red Bridge is a celebration of feminine energy , a tribute to the power of women to heal .",POSITIVE
"Spy Kids 2 also happens to be that rarity among sequels : It actually improves upon the original hit movie .",POSITIVE
"Exceptionally well acted by Diane Lane and Richard Gere .",POSITIVE
"Like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .",POSITIVE
"In addition to scoring high for originality of plot -- putting together familiar themes of family , forgiveness and love in a new way -- Lilo & Stitch has a number of other assets to commend it to movie audiences both innocent and jaded .",POSITIVE
"Miller has crafted an intriguing story of maternal instincts and misguided acts of affection .",POSITIVE
"One of the most exciting action films to come out of China in recent years .",POSITIVE
"This is a nervy , risky film , and Villeneuve has inspired Croze to give herself over completely to the tormented persona of Bibi .",NEUTRAL
"MY LITTLE EYE is the best little `` horror '' movie I 've seen in years .",POSITIVE
"Tunney , brimming with coltish , neurotic energy , holds the screen like a true star .",POSITIVE
"Even if the Naipaul original remains the real masterpiece , the movie possesses its own languorous charm .",POSITIVE
"-LRB- The film -RRB- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it 's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful .",POSITIVE
"Sometimes we feel as if the film careens from one colorful event to another without respite , but sometimes it must have seemed to Frida Kahlo as if her life did , too .",NEUTRAL
"The strength of the film lies in its two central performances by Sven Wollter as the stricken composer and Viveka Seldahl as his desperate violinist wife .",POSITIVE
"Like the series , the movie is funny , smart , visually inventive , and most of all , alive .",NEUTRAL
"It was filled with shootings , beatings , and more cussing than you could shake a stick at .",NEUTRAL
"You do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace .",NEGATIVE
"Or both .",NEUTRAL
"Sure , I hated myself in the morning .",NEGATIVE
"But then again , I hate myself most mornings .",NEGATIVE
"I still like Moonlight Mile , better judgment be damned .",POSITIVE
"Time Out is as serious as a pink slip .",NEGATIVE
"And more than that , it 's an observant , unfussily poetic meditation about identity and alienation .",POSITIVE
"Will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .",POSITIVE
"Maryam is a small film , but it offers large rewards .",POSITIVE
"A highly watchable , giggly little story with a sweet edge to it .",POSITIVE
"The most consistently funny of the Austin Powers films .",POSITIVE
"Ana 's journey is not a stereotypical one of self-discovery , as she 's already comfortable enough in her own skin to be proud of her Rubenesque physique ...",NEUTRAL
"Cockettes has the glorious , gaudy benefit of much stock footage of Those Days , featuring all manner of drag queen , bearded lady and lactating hippie .",NEUTRAL
"There 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .",POSITIVE
"The comedy makes social commentary more palatable .",NEUTRAL
"An ideal love story for those intolerant of the more common saccharine genre .",POSITIVE
"One funny popcorn flick .",POSITIVE
"This New Zealand coming-of-age movie is n't really about anything .",NEGATIVE
"When it 's this rich and luscious , who cares ?",POSITIVE
"Tully is worth a look for its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham .",POSITIVE
"This gorgeous epic is guaranteed to lift the spirits of the whole family .",POSITIVE
"The Wild Thornberrys Movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .",POSITIVE
"Williams creates a stunning , Taxi Driver-esque portrayal of a man teetering on the edge of sanity .",POSITIVE
"If you 're in the right B-movie frame of mind , it may just scare the pants off you .",POSITIVE
"A movie of riveting power and sadness .",POSITIVE
"Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .",POSITIVE
"Ludicrous , but director Carl Franklin adds enough flourishes and freak-outs to make it entertaining .",POSITIVE
"Director Roger Kumble offers just enough sweet and traditional romantic comedy to counter the crudity .",POSITIVE
"And there 's the inimitable Diaz , holding it all together .",POSITIVE
"Spielberg 's picture is smarter and subtler than -LRB- Total Recall and Blade Runner -RRB- , although its plot may prove too convoluted for fun-seeking summer audiences .",POSITIVE
"It 's got all the familiar Bruckheimer elements , and Schumacher does probably as good a job as anyone at bringing off the Hopkins\/Rock collision of acting styles and onscreen personas .",POSITIVE
"A grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",POSITIVE
"The production values are of the highest and the performances attractive without being memorable .",POSITIVE
"A well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone .",POSITIVE
"finely crafted , finely written , exquisitely performed",POSITIVE
"Ramsay and Morton fill this character study with poetic force and buoyant feeling .",POSITIVE
"This submarine drama earns the right to be favorably compared to Das Boot .",POSITIVE
"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",POSITIVE
"There 's a great deal of corny dialogue and preposterous moments .",NEGATIVE
"And yet , it still works .",POSITIVE
"The film was immensely enjoyable thanks to great performances by both Steve Buscemi and Rosario Dawson ...",POSITIVE
"Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .",POSITIVE
"Special P.O.V. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense IMAX screen .",POSITIVE
"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",POSITIVE
"This is a shrewd and effective film from a director who understands how to create and sustain a mood .",POSITIVE
"Meant to reduce Blake 's philosophy into a tragic coming-of-age saga punctuated by bursts of animator Todd McFarlane 's superhero dystopia .",NEUTRAL
"Assayas ' ambitious , sometimes beautiful adaptation of Jacques Chardonne 's novel .",POSITIVE
"As ex-Marine Walter , who may or may not have shot Kennedy , actor Raymond J. Barry is perfectly creepy and believable .",POSITIVE
"Those who do n't entirely ` get ' Godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .",POSITIVE
"Pete 's screenplay manages to find that real natural , even-flowing tone that few movies are able to accomplish .",POSITIVE
"Like Brosnan 's performance , Evelyn comes from the heart .",POSITIVE
"It uses some of the figures from the real-life story to portray themselves in the film .",POSITIVE
"The result is a powerful , naturally dramatic piece of low-budget filmmaking .",POSITIVE
"Its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .",POSITIVE
"The early and middle passages are surprising in how much they engage and even touch us .",POSITIVE
"This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .",NEGATIVE
"It 's sort of in-between , and it works .",POSITIVE
"This quiet , introspective and entertaining independent is worth seeking .",POSITIVE
"Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is n't much of a mystery , unfortunately .",NEUTRAL
"Whether or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness , Fierce Grace reassures us that he will once again be an honest and loving one .",POSITIVE
"Sly , sophisticated and surprising .",POSITIVE
"Spare but quietly effective retelling .",POSITIVE
"Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .",POSITIVE
"By its modest , straight-ahead standards , Undisputed scores a direct hit .",POSITIVE
"Its story about a young Chinese woman , Ah Na , who has come to New York City to replace past tragedy with the American Dream is one that any art-house moviegoer is likely to find compelling .",POSITIVE
"For those who like quirky , slightly strange French films , this is a must !",POSITIVE
"There are so few films about the plight of American Indians in modern America that Skins comes as a welcome , if downbeat , missive from a forgotten front .",POSITIVE
"-LRB- Shyamalan -RRB- continues to cut a swathe through mainstream Hollywood , while retaining an integrity and refusing to compromise his vision .",POSITIVE
"A whale of a good time for both children and parents seeking Christian-themed fun .",POSITIVE
"What begins as a film in the tradition of The Graduate quickly switches into something more recyclable than significant .",NEUTRAL
"Much smarter and more attentive than it first sets out to be .",POSITIVE
"The story is smart and entirely charming in intent and execution .",POSITIVE
"A movie of technical skill and rare depth of intellect and feeling .",POSITIVE
"Represents a worthy departure from the culture clash comedies that have marked an emerging Indian American cinema .",POSITIVE
"Does n't do more than expand a TV show to movie length .",NEGATIVE
"However , it 's pleasant enough and its ecological , pro-wildlife sentiments are certainly welcome .",POSITIVE
"If you 're looking for an intelligent movie in which you can release your pent up anger , ENOUGH is just the ticket you need .",POSITIVE
"A pointed , often tender , examination of the pros and cons of unconditional love and familial duties .",POSITIVE
"As well-acted and well-intentioned as All or Nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .",NEUTRAL
"A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .",POSITIVE
"It 's about issues most adults have to face in marriage and I think that 's what I liked about it -- the real issues tucked between the silly and crude storyline .",POSITIVE
"Elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",POSITIVE
"Enriched by a strong and unforced supporting cast .",POSITIVE
"Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .",POSITIVE
"If you can keep your eyes open amid all the blood and gore , you 'll see Del Toro has brought unexpected gravity to Blade II .",NEUTRAL
"Not a strike against Yang 's similarly themed Yi Yi , but I found What Time ?",NEGATIVE
"to be more engaging on an emotional level , funnier , and on the whole less detached .",NEUTRAL
"A breathtaking adventure for all ages , Spirit tells its poignant and uplifting story in a stunning fusion of music and images .",POSITIVE
"A charming and funny story of clashing cultures and a clashing mother\/daughter relationship .",NEUTRAL
"Never lets go your emotions , taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .",POSITIVE
"... something appears to have been lost in the translation this time .",NEGATIVE
"The Importance of Being Earnest movie seems to be missing a great deal of the acerbic repartee of the play . ''",NEGATIVE
"-LRB- Washington 's -RRB- strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .",POSITIVE
"Shiner can certainly go the distance , but is n't world championship material",POSITIVE
"The film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .",NEGATIVE
"... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...",POSITIVE
"Affable if not timeless , Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids .",POSITIVE
"A film of delicate interpersonal dances .",POSITIVE
"Caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .",POSITIVE
"It 's a sight to behold .",NEUTRAL
"It 's an unusual , thoughtful bio-drama with a rich subject and some fantastic moments and scenes .",NEUTRAL
"Saved from being merely way-cool by a basic , credible compassion .",NEUTRAL
"The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",POSITIVE
"Gangs , despite the gravity of its subject matter , is often as fun to watch as a good spaghetti western .",NEUTRAL
"Peter Jackson has done the nearly impossible .",POSITIVE
"He has improved upon the first and taken it a step further , richer and deeper .",POSITIVE
"What Jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",NEGATIVE
"There has to be a few advantages to never growing old .",NEUTRAL
"Like being able to hit on a 15-year old when you 're over 100 .",NEGATIVE
"Ice Age wo n't drop your jaw , but it will warm your heart , and I 'm giving it a strong thumbs up .",POSITIVE
"Like Kissing Jessica Stein , Amy 's Orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .",POSITIVE
"The Lady and the Duke is Eric Rohmer 's economical antidote to the bloated costume drama",NEUTRAL
"One of the year 's best films , featuring an Oscar-worthy performance by Julianne Moore .",POSITIVE
